project,period,annual_fixed_cost_per_mw_year,annual_fixed_cost_per_mwh_year
E_Argentina_Gas_CCGT_80s,2025,14299.999999999998,0
E_Argentina_Gas_CCGT_80s,2030,14299.999999999998,0
E_Argentina_Gas_CCGT_80s,2035,14299.999999999998,0
E_Argentina_Gas_CCGT_80s,2040,14299.999999999998,0
E_Argentina_Gas_CCGT_80s,2045,0.0,0
E_Argentina_Gas_CCGT_80s,2050,0.0,0
E_Argentina_Gas_CCGT_90s,2020,14300.0,0
E_Argentina_Gas_CCGT_90s,2025,14300.0,0
E_Argentina_Gas_CCGT_90s,2030,14300.0,0
E_Argentina_Gas_CCGT_90s,2035,14300.0,0
E_Argentina_Gas_CCGT_90s,2040,14300.0,0
E_Argentina_Gas_CCGT_90s,2045,14300.0,0
E_Argentina_Gas_CCGT_90s,2050,14300.0,0
E_Argentina_Gas_OCGT_00s,2020,13800.000000000002,0
E_Argentina_Gas_OCGT_00s,2025,13800.000000000002,0
E_Argentina_Gas_OCGT_00s,2030,13800.000000000002,0
E_Argentina_Gas_OCGT_00s,2035,13800.000000000002,0
E_Argentina_Gas_OCGT_00s,2040,13800.000000000002,0
E_Argentina_Gas_OCGT_00s,2045,13800.000000000002,0
E_Argentina_Gas_OCGT_00s,2050,13800.000000000002,0
E_Argentina_Gas_OCGT_10s,2020,13799.999999999998,0
E_Argentina_Gas_OCGT_10s,2025,13799.999999999998,0
E_Argentina_Gas_OCGT_10s,2030,13799.999999999998,0
E_Argentina_Gas_OCGT_10s,2035,13799.999999999998,0
E_Argentina_Gas_OCGT_10s,2040,13799.999999999998,0
E_Argentina_Gas_OCGT_10s,2045,13799.999999999998,0
E_Argentina_Gas_OCGT_10s,2050,13799.999999999998,0
E_Argentina_Gas_OCGT_2002_rest,2020,13799.999999999998,0
E_Argentina_Gas_OCGT_2002_rest,2025,13799.999999999998,0
E_Argentina_Gas_OCGT_2002_rest,2030,13799.999999999998,0
E_Argentina_Gas_OCGT_2002_rest,2035,13799.999999999998,0
E_Argentina_Gas_OCGT_2002_rest,2040,13799.999999999998,0
E_Argentina_Gas_OCGT_2002_rest,2045,13799.999999999998,0
E_Argentina_Gas_OCGT_2002_rest,2050,13799.999999999998,0
E_Argentina_Gas_OCGT_60s,2020,13800.0,0
E_Argentina_Gas_OCGT_60s,2025,0.0,0
E_Argentina_Gas_OCGT_60s,2030,0.0,0
E_Argentina_Gas_OCGT_60s,2035,0.0,0
E_Argentina_Gas_OCGT_60s,2040,0.0,0
E_Argentina_Gas_OCGT_60s,2045,0.0,0
E_Argentina_Gas_OCGT_60s,2050,0.0,0
E_Argentina_Gas_OCGT_70s,2020,13800.0,0
E_Argentina_Gas_OCGT_70s,2025,13800.0,0
E_Argentina_Gas_OCGT_70s,2030,0.0,0
E_Argentina_Gas_OCGT_70s,2035,0.0,0
E_Argentina_Gas_OCGT_70s,2040,0.0,0
E_Argentina_Gas_OCGT_70s,2045,0.0,0
E_Argentina_Gas_OCGT_70s,2050,0.0,0
E_Argentina_Gas_OCGT_80s,2020,13799.999999999998,0
E_Argentina_Gas_OCGT_80s,2025,13799.999999999998,0
E_Argentina_Gas_OCGT_80s,2030,13799.999999999998,0
E_Argentina_Gas_OCGT_80s,2035,13799.999999999998,0
E_Argentina_Gas_OCGT_80s,2040,13799.999999999998,0
E_Argentina_Gas_OCGT_80s,2045,0.0,0
E_Argentina_Gas_OCGT_80s,2050,0.0,0
E_Argentina_Gas_OCGT_90s,2020,13800.0,0
E_Argentina_Gas_OCGT_90s,2025,13800.0,0
E_Argentina_Gas_OCGT_90s,2030,13800.0,0
E_Argentina_Gas_OCGT_90s,2035,13800.0,0
E_Argentina_Gas_OCGT_90s,2040,13800.0,0
E_Argentina_Gas_OCGT_90s,2045,13800.0,0
E_Argentina_Gas_OCGT_90s,2050,13800.0,0
E_Argentina_Nuclear_2015_rest,2020,0.0,0
E_Argentina_Nuclear_2015_rest,2025,0.0,0
E_Argentina_Nuclear_2015_rest,2030,0.0,0
E_Argentina_Nuclear_2015_rest,2035,0.0,0
E_Argentina_Nuclear_2015_rest,2040,0.0,0
E_Argentina_Nuclear_2015_rest,2045,0.0,0
E_Argentina_Nuclear_2015_rest,2050,0.0,0
E_Argentina_SolarPV,2020,24400.0,0
E_Argentina_SolarPV,2025,24400.0,0
E_Argentina_SolarPV,2030,24400.0,0
E_Argentina_SolarPV,2035,24400.0,0
E_Argentina_SolarPV,2040,24400.0,0
E_Argentina_SolarPV,2045,24400.0,0
E_Argentina_SolarPV,2050,0.0,0
E_Argentina_Wind,2020,52299.99999999999,0
E_Argentina_Wind,2025,52299.99999999999,0
E_Argentina_Wind,2030,52299.99999999999,0
E_Argentina_Wind,2035,52299.99999999999,0
E_Argentina_Wind,2040,52299.99999999999,0
E_Argentina_Wind,2045,52299.99999999999,0
E_Argentina_Wind,2050,0.0,0
E_Brazil_Biomass_00s,2020,122700.0,0
E_Brazil_Biomass_00s,2025,122700.0,0
E_Brazil_Biomass_00s,2030,122700.0,0
E_Brazil_Biomass_00s,2035,122700.0,0
E_Brazil_Biomass_00s,2040,122700.0,0
E_Brazil_Biomass_00s,2045,122700.0,0
E_Brazil_Biomass_00s,2050,122700.0,0
E_Brazil_Biomass_10s,2020,122700.00000000001,0
E_Brazil_Biomass_10s,2025,122700.00000000001,0
E_Brazil_Biomass_10s,2030,122700.00000000001,0
E_Brazil_Biomass_10s,2035,122700.00000000001,0
E_Brazil_Biomass_10s,2040,122700.00000000001,0
E_Brazil_Biomass_10s,2045,122700.00000000001,0
E_Brazil_Biomass_10s,2050,122700.00000000001,0
E_Brazil_Biomass_2006_rest,2020,122700.0,0
E_Brazil_Biomass_2006_rest,2025,122700.0,0
E_Brazil_Biomass_2006_rest,2030,122700.0,0
E_Brazil_Biomass_2006_rest,2035,122700.0,0
E_Brazil_Biomass_2006_rest,2040,122700.0,0
E_Brazil_Biomass_2006_rest,2045,122700.0,0
E_Brazil_Biomass_2006_rest,2050,122700.0,0
E_Brazil_Biomass_60s,2020,0.0,0
E_Brazil_Biomass_60s,2025,0.0,0
E_Brazil_Biomass_60s,2030,0.0,0
E_Brazil_Biomass_60s,2035,0.0,0
E_Brazil_Biomass_60s,2040,0.0,0
E_Brazil_Biomass_60s,2045,0.0,0
E_Brazil_Biomass_60s,2050,0.0,0
E_Brazil_Biomass_70s,2020,122700.0,0
E_Brazil_Biomass_70s,2025,0.0,0
E_Brazil_Biomass_70s,2030,0.0,0
E_Brazil_Biomass_70s,2035,0.0,0
E_Brazil_Biomass_70s,2040,0.0,0
E_Brazil_Biomass_70s,2045,0.0,0
E_Brazil_Biomass_70s,2050,0.0,0
E_Brazil_Biomass_80s,2020,122700.0,0
E_Brazil_Biomass_80s,2025,122700.0,0
E_Brazil_Biomass_80s,2030,122700.0,0
E_Brazil_Biomass_80s,2035,0.0,0
E_Brazil_Biomass_80s,2040,0.0,0
E_Brazil_Biomass_80s,2045,0.0,0
E_Brazil_Biomass_80s,2050,0.0,0
E_Brazil_Biomass_90s,2020,122700.0,0
E_Brazil_Biomass_90s,2025,122700.0,0
E_Brazil_Biomass_90s,2030,122700.0,0
E_Brazil_Biomass_90s,2035,122700.0,0
E_Brazil_Biomass_90s,2040,122700.0,0
E_Brazil_Biomass_90s,2045,0.0,0
E_Brazil_Biomass_90s,2050,0.0,0
E_Brazil_Coal_Sub_00s,2020,79800.0,0
E_Brazil_Coal_Sub_00s,2025,79800.0,0
E_Brazil_Coal_Sub_00s,2030,79800.0,0
E_Brazil_Coal_Sub_00s,2035,79800.0,0
E_Brazil_Coal_Sub_00s,2040,79800.0,0
E_Brazil_Coal_Sub_00s,2045,79800.0,0
E_Brazil_Coal_Sub_00s,2050,79800.0,0
E_Brazil_Coal_Sub_10s,2020,79800.0,0
E_Brazil_Coal_Sub_10s,2025,79800.0,0
E_Brazil_Coal_Sub_10s,2030,79800.0,0
E_Brazil_Coal_Sub_10s,2035,79800.0,0
E_Brazil_Coal_Sub_10s,2040,79800.0,0
E_Brazil_Coal_Sub_10s,2045,79800.0,0
E_Brazil_Coal_Sub_10s,2050,79800.0,0
E_Brazil_Coal_Sub_1996_rest,2020,79799.99999999999,0
E_Brazil_Coal_Sub_1996_rest,2025,79799.99999999999,0
E_Brazil_Coal_Sub_1996_rest,2030,79799.99999999999,0
E_Brazil_Coal_Sub_1996_rest,2035,79799.99999999999,0
E_Brazil_Coal_Sub_1996_rest,2040,79799.99999999999,0
E_Brazil_Coal_Sub_1996_rest,2045,79799.99999999999,0
E_Brazil_Coal_Sub_1996_rest,2050,79799.99999999999,0
E_Brazil_Coal_Sub_60s,2020,79799.99999999999,0
E_Brazil_Coal_Sub_60s,2025,79799.99999999999,0
E_Brazil_Coal_Sub_60s,2030,79799.99999999999,0
E_Brazil_Coal_Sub_60s,2035,0.0,0
E_Brazil_Coal_Sub_60s,2040,0.0,0
E_Brazil_Coal_Sub_60s,2045,0.0,0
E_Brazil_Coal_Sub_60s,2050,0.0,0
E_Brazil_Coal_Sub_70s,2020,79800.0,0
E_Brazil_Coal_Sub_70s,2025,79800.0,0
E_Brazil_Coal_Sub_70s,2030,79800.0,0
E_Brazil_Coal_Sub_70s,2035,79800.0,0
E_Brazil_Coal_Sub_70s,2040,79800.0,0
E_Brazil_Coal_Sub_70s,2045,0.0,0
E_Brazil_Coal_Sub_70s,2050,0.0,0
E_Brazil_Coal_Sub_90s,2020,79800.0,0
E_Brazil_Coal_Sub_90s,2025,79800.0,0
E_Brazil_Coal_Sub_90s,2030,79800.0,0
E_Brazil_Coal_Sub_90s,2035,79800.0,0
E_Brazil_Coal_Sub_90s,2040,79800.0,0
E_Brazil_Coal_Sub_90s,2045,79800.0,0
E_Brazil_Coal_Sub_90s,2050,79800.0,0
E_Brazil_Diesel_00s,2020,13799.999999999996,0
E_Brazil_Diesel_00s,2025,13799.999999999996,0
E_Brazil_Diesel_00s,2030,13799.999999999996,0
E_Brazil_Diesel_00s,2035,13799.999999999996,0
E_Brazil_Diesel_00s,2040,13799.999999999996,0
E_Brazil_Diesel_00s,2045,13799.999999999996,0
E_Brazil_Diesel_00s,2050,13799.999999999996,0
E_Brazil_Diesel_10s,2020,13800.0,0
E_Brazil_Diesel_10s,2025,13800.0,0
E_Brazil_Diesel_10s,2030,13800.0,0
E_Brazil_Diesel_10s,2035,13800.0,0
E_Brazil_Diesel_10s,2040,13800.0,0
E_Brazil_Diesel_10s,2045,13800.0,0
E_Brazil_Diesel_10s,2050,13800.0,0
E_Brazil_Gas_CCGT_00s,2020,14300.000000000002,0
E_Brazil_Gas_CCGT_00s,2025,14300.000000000002,0
E_Brazil_Gas_CCGT_00s,2030,14300.000000000002,0
E_Brazil_Gas_CCGT_00s,2035,14300.000000000002,0
E_Brazil_Gas_CCGT_00s,2040,14300.000000000002,0
E_Brazil_Gas_CCGT_00s,2045,14300.000000000002,0
E_Brazil_Gas_CCGT_00s,2050,14300.000000000002,0
E_Brazil_Gas_CCGT_10s,2020,14300.0,0
E_Brazil_Gas_CCGT_10s,2025,14300.0,0
E_Brazil_Gas_CCGT_10s,2030,14300.0,0
E_Brazil_Gas_CCGT_10s,2035,14300.0,0
E_Brazil_Gas_CCGT_10s,2040,14300.0,0
E_Brazil_Gas_CCGT_10s,2045,14300.0,0
E_Brazil_Gas_CCGT_10s,2050,14300.0,0
E_Brazil_Gas_CCGT_2005_rest,2020,14300.000000000002,0
E_Brazil_Gas_CCGT_2005_rest,2025,14300.000000000002,0
E_Brazil_Gas_CCGT_2005_rest,2030,14300.000000000002,0
E_Brazil_Gas_CCGT_2005_rest,2035,14300.000000000002,0
E_Brazil_Gas_CCGT_2005_rest,2040,14300.000000000002,0
E_Brazil_Gas_CCGT_2005_rest,2045,14300.000000000002,0
E_Brazil_Gas_CCGT_2005_rest,2050,14300.000000000002,0
E_Brazil_Gas_CCGT_60s,2020,14300.000000000002,0
E_Brazil_Gas_CCGT_60s,2025,0.0,0
E_Brazil_Gas_CCGT_60s,2030,0.0,0
E_Brazil_Gas_CCGT_60s,2035,0.0,0
E_Brazil_Gas_CCGT_60s,2040,0.0,0
E_Brazil_Gas_CCGT_60s,2045,0.0,0
E_Brazil_Gas_CCGT_60s,2050,0.0,0
E_Brazil_Gas_CCGT_70s,2020,14299.999999999998,0
E_Brazil_Gas_CCGT_70s,2025,14299.999999999998,0
E_Brazil_Gas_CCGT_70s,2030,14299.999999999998,0
E_Brazil_Gas_CCGT_70s,2035,0.0,0
E_Brazil_Gas_CCGT_70s,2040,0.0,0
E_Brazil_Gas_CCGT_70s,2045,0.0,0
E_Brazil_Gas_CCGT_70s,2050,0.0,0
E_Brazil_Gas_CCGT_80s,2020,14300.0,0
E_Brazil_Gas_CCGT_80s,2025,14300.0,0
E_Brazil_Gas_CCGT_80s,2030,14300.0,0
E_Brazil_Gas_CCGT_80s,2035,14300.0,0
E_Brazil_Gas_CCGT_80s,2040,14300.0,0
E_Brazil_Gas_CCGT_80s,2045,0.0,0
E_Brazil_Gas_CCGT_80s,2050,0.0,0
E_Brazil_Gas_CCGT_90s,2020,14300.0,0
E_Brazil_Gas_CCGT_90s,2025,14300.0,0
E_Brazil_Gas_CCGT_90s,2030,14300.0,0
E_Brazil_Gas_CCGT_90s,2035,14300.0,0
E_Brazil_Gas_CCGT_90s,2040,14300.0,0
E_Brazil_Gas_CCGT_90s,2045,14300.0,0
E_Brazil_Gas_CCGT_90s,2050,14300.0,0
E_Brazil_Gas_OCGT_00s,2020,13799.999999999998,0
E_Brazil_Gas_OCGT_00s,2025,13799.999999999998,0
E_Brazil_Gas_OCGT_00s,2030,13799.999999999998,0
E_Brazil_Gas_OCGT_00s,2035,13799.999999999998,0
E_Brazil_Gas_OCGT_00s,2040,13799.999999999998,0
E_Brazil_Gas_OCGT_00s,2045,13799.999999999998,0
E_Brazil_Gas_OCGT_00s,2050,13799.999999999998,0
E_Brazil_Gas_OCGT_10s,2020,13799.999999999998,0
E_Brazil_Gas_OCGT_10s,2025,13799.999999999998,0
E_Brazil_Gas_OCGT_10s,2030,13799.999999999998,0
E_Brazil_Gas_OCGT_10s,2035,13799.999999999998,0
E_Brazil_Gas_OCGT_10s,2040,13799.999999999998,0
E_Brazil_Gas_OCGT_10s,2045,13799.999999999998,0
E_Brazil_Gas_OCGT_10s,2050,13799.999999999998,0
E_Brazil_Gas_OCGT_2005_rest,2020,13799.999999999998,0
E_Brazil_Gas_OCGT_2005_rest,2025,13799.999999999998,0
E_Brazil_Gas_OCGT_2005_rest,2030,13799.999999999998,0
E_Brazil_Gas_OCGT_2005_rest,2035,13799.999999999998,0
E_Brazil_Gas_OCGT_2005_rest,2040,13799.999999999998,0
E_Brazil_Gas_OCGT_2005_rest,2045,13799.999999999998,0
E_Brazil_Gas_OCGT_2005_rest,2050,13799.999999999998,0
E_Brazil_Gas_OCGT_60s,2020,13799.999999999998,0
E_Brazil_Gas_OCGT_60s,2025,0.0,0
E_Brazil_Gas_OCGT_60s,2030,0.0,0
E_Brazil_Gas_OCGT_60s,2035,0.0,0
E_Brazil_Gas_OCGT_60s,2040,0.0,0
E_Brazil_Gas_OCGT_60s,2045,0.0,0
E_Brazil_Gas_OCGT_60s,2050,0.0,0
E_Brazil_Gas_OCGT_70s,2020,13799.999999999998,0
E_Brazil_Gas_OCGT_70s,2025,13799.999999999998,0
E_Brazil_Gas_OCGT_70s,2030,13799.999999999998,0
E_Brazil_Gas_OCGT_70s,2035,0.0,0
E_Brazil_Gas_OCGT_70s,2040,0.0,0
E_Brazil_Gas_OCGT_70s,2045,0.0,0
E_Brazil_Gas_OCGT_70s,2050,0.0,0
E_Brazil_Gas_OCGT_80s,2020,13800.0,0
E_Brazil_Gas_OCGT_80s,2025,13800.0,0
E_Brazil_Gas_OCGT_80s,2030,13800.0,0
E_Brazil_Gas_OCGT_80s,2035,13800.0,0
E_Brazil_Gas_OCGT_80s,2040,13800.0,0
E_Brazil_Gas_OCGT_80s,2045,0.0,0
E_Brazil_Gas_OCGT_80s,2050,0.0,0
E_Brazil_Gas_OCGT_90s,2020,13799.999999999998,0
E_Brazil_Gas_OCGT_90s,2025,13799.999999999998,0
E_Brazil_Gas_OCGT_90s,2030,13799.999999999998,0
E_Brazil_Gas_OCGT_90s,2035,13799.999999999998,0
E_Brazil_Gas_OCGT_90s,2040,13799.999999999998,0
E_Brazil_Gas_OCGT_90s,2045,13799.999999999998,0
E_Brazil_Gas_OCGT_90s,2050,13799.999999999998,0
E_Brazil_Nuclear_2015_rest,2020,0.0,0
E_Brazil_Nuclear_2015_rest,2025,0.0,0
E_Brazil_Nuclear_2015_rest,2030,0.0,0
E_Brazil_Nuclear_2015_rest,2035,0.0,0
E_Brazil_Nuclear_2015_rest,2040,0.0,0
E_Brazil_Nuclear_2015_rest,2045,0.0,0
E_Brazil_Nuclear_2015_rest,2050,0.0,0
E_Brazil_SolarPV,2020,24399.999999999996,0
E_Brazil_SolarPV,2025,24399.999999999996,0
E_Brazil_SolarPV,2030,24399.999999999996,0
E_Brazil_SolarPV,2035,24399.999999999996,0
E_Brazil_SolarPV,2040,24399.999999999996,0
E_Brazil_SolarPV,2045,24399.999999999996,0
E_Brazil_SolarPV,2050,0.0,0
E_Brazil_Wind,2020,52300.0,0
E_Brazil_Wind,2025,52300.0,0
E_Brazil_Wind,2030,52300.0,0
E_Brazil_Wind,2035,52300.0,0
E_Brazil_Wind,2040,52300.0,0
E_Brazil_Wind,2045,52300.0,0
E_Brazil_Wind,2050,0.0,0
E_Chile_Biomass_10s,2020,122700.00000000001,0
E_Chile_Biomass_10s,2025,122700.00000000001,0
E_Chile_Biomass_10s,2030,122700.00000000001,0
E_Chile_Biomass_10s,2035,122700.00000000001,0
E_Chile_Biomass_10s,2040,122700.00000000001,0
E_Chile_Biomass_10s,2045,122700.00000000001,0
E_Chile_Biomass_10s,2050,122700.00000000001,0
E_Chile_Biomass_2015_rest,2020,122700.00000000001,0
E_Chile_Biomass_2015_rest,2025,122700.00000000001,0
E_Chile_Biomass_2015_rest,2030,122700.00000000001,0
E_Chile_Biomass_2015_rest,2035,122700.00000000001,0
E_Chile_Biomass_2015_rest,2040,122700.00000000001,0
E_Chile_Biomass_2015_rest,2045,122700.00000000001,0
E_Chile_Biomass_2015_rest,2050,122700.00000000001,0
E_Chile_Coal_Sub_10s,2020,79800.0,0
E_Chile_Coal_Sub_10s,2025,79800.0,0
E_Chile_Coal_Sub_10s,2030,79800.0,0
E_Chile_Coal_Sub_10s,2035,79800.0,0
E_Chile_Coal_Sub_10s,2040,79800.0,0
E_Chile_Coal_Sub_10s,2045,79800.0,0
E_Chile_Coal_Sub_10s,2050,79800.0,0
E_Chile_Diesel_10s,2020,13799.999999999998,0
E_Chile_Diesel_10s,2025,13799.999999999998,0
E_Chile_Diesel_10s,2030,13799.999999999998,0
E_Chile_Diesel_10s,2035,13799.999999999998,0
E_Chile_Diesel_10s,2040,13799.999999999998,0
E_Chile_Diesel_10s,2045,13799.999999999998,0
E_Chile_Diesel_10s,2050,13799.999999999998,0
E_Chile_Gas_CCGT_10s,2020,14300.000000000002,0
E_Chile_Gas_CCGT_10s,2025,14300.000000000002,0
E_Chile_Gas_CCGT_10s,2030,14300.000000000002,0
E_Chile_Gas_CCGT_10s,2035,14300.000000000002,0
E_Chile_Gas_CCGT_10s,2040,14300.000000000002,0
E_Chile_Gas_CCGT_10s,2045,14300.000000000002,0
E_Chile_Gas_CCGT_10s,2050,14300.000000000002,0
E_Chile_Gas_CCGT_2015_rest,2020,14300.000000000002,0
E_Chile_Gas_CCGT_2015_rest,2025,14300.000000000002,0
E_Chile_Gas_CCGT_2015_rest,2030,14300.000000000002,0
E_Chile_Gas_CCGT_2015_rest,2035,14300.000000000002,0
E_Chile_Gas_CCGT_2015_rest,2040,14300.000000000002,0
E_Chile_Gas_CCGT_2015_rest,2045,14300.000000000002,0
E_Chile_Gas_CCGT_2015_rest,2050,14300.000000000002,0
E_Chile_Gas_OCGT_10s,2020,13800.0,0
E_Chile_Gas_OCGT_10s,2025,13800.0,0
E_Chile_Gas_OCGT_10s,2030,13800.0,0
E_Chile_Gas_OCGT_10s,2035,13800.0,0
E_Chile_Gas_OCGT_10s,2040,13800.0,0
E_Chile_Gas_OCGT_10s,2045,13800.0,0
E_Chile_Gas_OCGT_10s,2050,13800.0,0
E_Chile_Gas_OCGT_2015_rest,2020,13800.0,0
E_Chile_Gas_OCGT_2015_rest,2025,13800.0,0
E_Chile_Gas_OCGT_2015_rest,2030,13800.0,0
E_Chile_Gas_OCGT_2015_rest,2035,13800.0,0
E_Chile_Gas_OCGT_2015_rest,2040,13800.0,0
E_Chile_Gas_OCGT_2015_rest,2045,13800.0,0
E_Chile_Gas_OCGT_2015_rest,2050,13800.0,0
E_Chile_Geothermal_2015_rest,2020,0.0,0
E_Chile_Geothermal_2015_rest,2025,0.0,0
E_Chile_Geothermal_2015_rest,2030,0.0,0
E_Chile_Geothermal_2015_rest,2035,0.0,0
E_Chile_Geothermal_2015_rest,2040,0.0,0
E_Chile_Geothermal_2015_rest,2045,0.0,0
E_Chile_Geothermal_2015_rest,2050,0.0,0
E_Chile_SolarPV,2020,24399.999999999996,0
E_Chile_SolarPV,2025,24399.999999999996,0
E_Chile_SolarPV,2030,24399.999999999996,0
E_Chile_SolarPV,2035,24399.999999999996,0
E_Chile_SolarPV,2040,24399.999999999996,0
E_Chile_SolarPV,2045,24399.999999999996,0
E_Chile_SolarPV,2050,0.0,0
E_Chile_Wind,2020,52299.99999999999,0
E_Chile_Wind,2025,52299.99999999999,0
E_Chile_Wind,2030,52299.99999999999,0
E_Chile_Wind,2035,52299.99999999999,0
E_Chile_Wind,2040,52299.99999999999,0
E_Chile_Wind,2045,52299.99999999999,0
E_Chile_Wind,2050,0.0,0
E_Hydro_Argentina_Colorado,2020,0.0,0
E_Hydro_Argentina_Colorado,2025,0.0,0
E_Hydro_Argentina_Colorado,2030,0.0,0
E_Hydro_Argentina_Colorado,2035,0.0,0
E_Hydro_Argentina_Colorado,2040,0.0,0
E_Hydro_Argentina_Colorado,2045,0.0,0
E_Hydro_Argentina_Colorado,2050,0.0,0
E_Hydro_Argentina_De_la_Plata,2020,0.0,0
E_Hydro_Argentina_De_la_Plata,2025,0.0,0
E_Hydro_Argentina_De_la_Plata,2030,0.0,0
